"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"273","Jameer Nelson",18,17.5,33.55,4.3,9.8,0.44,3.1,6.3,0.493,1.2,3.5,0.334,2.35,3.5,0.6675,1,4,5,2.2,1.95,0.3,2.55,2.25,12.2,"george-washington",45.9230769230769,1238.61538461538,11.0846153846154,0.907692307692308,0.807692307692308,1.70769230769231,0.0415384615384615,-1.3,-0.769230769230769,-2.06923076923077,0.253846153846154
"274","Jamel Artis",18,13.25,28.875,4.425,9.725,0.4545,3.025,5.9,0.51225,1.375,3.8,0.34425,2.675,3.575,0.74525,1.525,3.2,4.75,2.35,0.475,0.25,2.075,1.775,12.9,"pittsburgh",15,279,6.9,-0.1,0.1,0,-0.006,-3.8,-1.6,-5.4,-0.2
"275","James Anderson",14,0.75,10.9,1.1,2.6,0.43475,0.75,1.575,0.46625,0.35,1.025,NA,0.45,0.7,0.38325,0.45,0.775,1.15,0.425,0.2,0.475,0.35,1.4,2.975,"north-alabama",40.8571428571429,674.428571428571,10.7571428571429,0.2,0.385714285714286,0.6,0.0618571428571429,-1.2,-0.271428571428571,-1.47142857142857,-0.0714285714285714
"276","James Johnson",13.1666666666667,8.16666666666667,17.3833333333333,2.38333333333333,5.8,0.508333333333333,1.6,3.63333333333333,0.517333333333333,0.766666666666667,2.16666666666667,NA,1.11666666666667,1.75,0.576166666666667,0.733333333333333,1.35,2.11666666666667,1.13333333333333,0.483333333333333,0.1,1.15,1.8,6.66666666666667,"san-diego-state",43.5882352941176,932.411764705882,13.4588235294118,0.435294117647059,1.2,1.64705882352941,0.0711764705882353,-1.52941176470588,1.46470588235294,-0.0411764705882353,0.6
"277","James Jones",5,0,4.2,0.6,1.4,0.429,0.2,0.2,1,0.4,1.2,0.333,0,0,NA,0,0.2,0.2,0.4,0,0,0,0,1.6,"buffalo",49,597.857142857143,11.1571428571429,1.01428571428571,0.542857142857143,1.54285714285714,0.114,0.328571428571429,-0.357142857142857,-0.0142857142857143,0.328571428571429
"278","James Michael McAdoo",17.3333333333333,12,24.9,4.13333333333333,9.4,0.426,4.13333333333333,9.36666666666667,0.427,0,0.0333333333333333,NA,2.33333333333333,4.5,0.543666666666667,2.16666666666667,3.73333333333333,5.93333333333333,1,1,0.533333333333333,1.4,2.3,10.6666666666667,"north-carolina",27.75,218.5,13.525,0.25,0.35,0.6,0.11575,-2.15,-0.075,-2.225,0
"279","James Southerland",15,1.33333333333333,20.1666666666667,2.83333333333333,7.3,0.403,1.6,3.23333333333333,0.503666666666667,1.26666666666667,4.03333333333333,0.31,0.8,1.03333333333333,0.793333333333333,0.9,2.56666666666667,3.46666666666667,0.666666666666667,0.966666666666667,0.6,0.5,1.66666666666667,7.73333333333333,"syracuse",2.66666666666667,20,-3.7,-0.0666666666666667,0,0,-0.348,-10.9333333333333,-4.9,-15.8333333333333,0
"280","James White",15,5,10.95,1.15,2.4,0.4765,1.05,2.15,0.4945,0.1,0.25,NA,0.3,0.7,0.4165,0.7,1.55,2.25,0.4,0.2,0.5,0.45,1.7,2.65,"mississippi",57,435,9.1,0.1,0.3,0.5,0.051,-3.3,0.2,-3.1,-0.1
"281","James Young",18,17,33.4,4.8,11.8,0.408,2.7,5.6,0.49,2.1,6.3,0.336,3.1,4.5,0.679,1,3.1,4.1,1.8,0.9,0.2,1.8,2.1,14.8,"kentucky",23.75,203,6.675,0,0.175,0.2,0.04425,-3.5,-0.525,-4.025,-0.075
"282","Jamil Wilson",17.5,7.5,23.175,2.85,6.775,0.40475,2.225,4.825,0.45075,0.6,1.95,0.29975,1.7,2.475,0.666,1.225,3.025,4.225,1.725,0.55,0.7,1.25,2.35,8.025,"marquette",15,274,11.4,0.4,0.2,0.5,0.096,0,0.2,0.2,0.2
"283","JaMychal Green",14,12.5,30.15,5.35,11.15,0.4875,5.3,11.05,0.4865,0.1,0.15,0.75,3.85,5.7,0.6675,2.9,4.9,7.8,1.55,0.85,1.95,3.05,3.4,14.6,"alabama",46.2727272727273,962.363636363636,13.7545454545455,0.927272727272727,1.17272727272727,2.11818181818182,0.104272727272727,-1.51818181818182,-0.181818181818182,-1.70909090909091,0.109090909090909
"284","Jared Cunningham",17.5,17.5,32.2,4.6,10.95,0.415,3.25,7.5,0.433,1.3,3.45,0.373,5.95,7.65,0.776,1.05,2.3,3.45,2.25,2.4,0.25,2.75,2.75,16.45,"oregon-state",17.625,136.875,7.35,-0.075,0.1125,0.05,0.0175,-4.975,-0.5625,-5.5625,-0.125
"285","Jared Harper",9.57142857142857,7.71428571428571,13.2714285714286,1.62857142857143,4.2,NA,0.814285714285714,1.81428571428571,NA,0.8,2.4,NA,1.91428571428571,2.4,NA,0.128571428571429,0.742857142857143,0.885714285714286,2.04285714285714,0.571428571428571,0.0285714285714286,0.985714285714286,0.814285714285714,5.95714285714286,"fairfield",5.5,12,-8.05,-0.05,0,-0.05,-0.307,-13.35,-5.55,-18.9,-0.05
"286","Jared Sullinger",18,18,33,6.2,11.85,0.5225,5.9,11.15,0.5285,0.3,0.7,0.3915,4.55,6.4,0.709,3.35,6.1,9.35,1.2,1.05,0.65,2.05,2.95,17.2,"ohio-state",53.8,1306.4,14.1,1.24,1.84,3.06,0.09,-1.2,-0.56,-1.76,0.52
"287","Jared Terrell",18,17.5,31.175,4.5,10.55,0.41625,3,6.6,0.4505,1.45,3.975,0.35525,3.05,3.825,0.79475,0.7,2.25,2.975,2.1,1.15,0.225,1.775,2.575,13.4,"rhode-island",14,111,0.7,-0.4,0,-0.3,-0.14,-8.5,-2.3,-10.9,-0.2
"288","Jarell Eddie",16.5,11.5,25.025,2.575,7.5,0.36325,1.2,3.225,0.383,1.4,4.275,0.338,1.625,2.025,0.775,0.725,3.25,3.975,0.9,0.25,0.375,1.425,1.925,8.075,"virginia-tech",7.4,45.4,1.86,0.02,0.02,0.04,-0.0882,-6.1,-1.04,-7.12,0
"289","Jarell Martin",18,15,31.7,5,9.95,0.503,4.45,7.95,0.563,0.55,2,0.2765,3.1,4.6,0.684,2.65,4.45,7.1,1.15,1.1,0.8,2.25,2.8,13.7,"louisiana-state",46,731.75,10.65,0.125,0.65,0.8,0.06625,-3.575,-0.825,-4.35,-0.425
"290","Jarnell Stokes",16.3333333333333,15.3333333333333,29.4,4.63333333333333,8.6,0.538,4.63333333333333,8.56666666666667,0.542333333333333,0,0.0666666666666667,NA,2.96666666666667,5.03333333333333,0.577333333333333,3.76666666666667,5.9,9.66666666666667,1.53333333333333,0.8,1.2,2.3,2.2,12.2666666666667,"tennessee",7,33.8,21.1,0.1,0.04,0.16,0.252,1.78,1.68,3.5,0
"291","Jaron Blossomgame",18,17.5,31.725,5.05,10.35,0.475,4.15,7.75,0.52975,0.925,2.575,0.33375,2.925,3.975,0.7085,1.8,4.725,6.525,1.05,0.675,0.6,1.6,1.55,13.95,"clemson",27,439,10.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2
"292","Jarred Vanderbilt",13,0,17.5,2.2,4.8,0.46,2.2,4.8,0.468,0,0.1,0,1.8,2.8,0.639,3,4.6,7.6,0.9,0.5,0.8,1.1,2.8,6.2,"kentucky",20.6,260,10.9,0.26,0.36,0.64,0.041,-4.7,0.2,-4.52,0.08
"293","Jarrell Brantley",18,17.5,32.475,6.05,12.225,0.4935,5.125,9.625,0.52925,0.925,2.575,0.35675,3.325,4.225,0.783,1.725,6.05,7.8,1.725,1.225,0.75,2.475,3.075,16.3,"college-of-charleston",18.5,117,12.3,0.05,0.15,0.25,0.083,-2.35,1.15,-1.2,0
"294","Jarrett Allen",18,18,34.6,6.6,10.9,0.599,6.6,10.8,0.608,0,0.2,0,3.1,5.2,0.585,3.3,6.5,9.8,0.7,0.7,1.7,2.8,1.9,16.2,"texas",58,1519.5,19.6833333333333,3.5,1.98333333333333,5.46666666666667,0.1775,0.816666666666667,0.466666666666667,1.26666666666667,1.21666666666667
"295","Jarrett Culver",18,14.5,31.25,5.35,11.75,0.4565,3.95,7.6,0.5175,1.4,4.2,0.333,3.1,4.45,0.69,1.2,4.7,5.95,2.55,1.1,0.65,2.3,2.05,15.15,"texas-tech",48.5,1002.5,9.2,-0.8,0.7,-0.1,-0.005,-3.9,-0.9,-4.8,-0.65
"296","Jarrod Uthoff",18,12,26.9,4.26666666666667,10.0666666666667,0.423666666666667,2.93333333333333,6.46666666666667,0.464666666666667,1.3,3.63333333333333,0.326666666666667,2.56666666666667,3.26666666666667,0.779333333333333,1.23333333333333,4,5.23333333333333,1.23333333333333,0.8,1.7,1,1.43333333333333,12.4666666666667,"iowa",5.75,55.25,8.65,0.025,0.025,0.075,0.0045,-3.45,-2.075,-5.5,0
"297","Jason Richardson",2,1,11,0.5,2.5,0.2,0.5,2.5,0.2,0,0,NA,0,0,NA,0,0.5,0.5,2.5,0,0,0.5,1,1,"southern-utah",44.3333333333333,1395.5,14.15,1.45,1.61666666666667,3.06666666666667,0.094,0.55,0.15,0.65,1.08333333333333
"298","Jason Thompson",6.66666666666667,0.666666666666667,14.3,2,3.96666666666667,0.471,1.66666666666667,2.9,0.546333333333333,0.333333333333333,1.06666666666667,NA,1.1,1.6,0.675333333333333,1.7,2,3.66666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,1.3,5.36666666666667,"houston-baptist",59.75,1328.75,13.5125,1.35,0.975,2.3375,0.11075,-1.8375,0.025,-1.8,-0.0875
"299","Javonte Green",17,16.5,27.25,5.775,10.875,0.531,5.55,10.15,0.55075,0.225,0.75,0.21725,4.275,6.4,0.659,2.725,5.825,8.55,1.15,1.925,0.8,1.95,2.725,16.025,"radford",32.5,353.5,12.525,0.35,0.475,0.825,0.10975,-2.35,1.8,-0.575,0.125
"300","Jawun Evans",13.5,13.5,29.6,5.65,12.85,0.4485,4.8,10.4,0.4655,0.9,2.5,0.395,4.5,5.4,0.83,0.65,3.25,3.8,6.4,1.4,0.1,3.2,2.45,16.75,"oklahoma-state",16,227,-7.525,-0.3,0.15,-0.15,-0.31175,-19.5,-7.025,-26.475,-0.2
"301","Jaxson Hayes",18,18,25.6,3.7,5.1,0.728,3.7,5.1,0.728,0,0,NA,2.8,3.4,0.823,1.7,3.8,5.4,0.3,0.5,2.2,0.9,3.1,10.3,"texas",62,1022,18.35,2.7,1.05,3.7,0.1735,-0.15,0.3,0.15,0.55
"302","Jaylen Hoard",18,17,30.8,4.3,10.3,0.414,3.9,8.7,0.455,0.3,1.7,0.2,2.7,3.7,0.731,3,4.6,7.6,1.6,0.6,0.6,2.4,2.2,11.6,"wake-forest",16,211.5,14.15,0.15,0.2,0.35,0.0815,-1.5,-0.8,-2.3,0
"303","Jaylen Nowell",18,17.5,33.5,5.85,12.85,0.4535,4.5,9.5,0.475,1.35,3.4,0.3955,2.55,3.25,0.78,1.05,4.15,5.2,2.85,1.1,0.2,2.9,2.75,15.55,"washington",28.5,455,11.4,0.2,0.2,0.45,0.0475,-2.2,-1.1,-3.3,-0.15
"304","Jayson Tatum",18,18,33.6,5.4,12.3,0.443,3.8,7.8,0.482,1.7,4.4,0.375,3.6,4.2,0.853,1.4,5.8,7.2,2.2,1.2,1,2.8,2.9,16.1,"duke",72.25,2363.25,18,2.975,3.4,6.375,0.12975,1.825,0.425,2.225,2.475
"305","Jeff Withey",15.6666666666667,11.6666666666667,21,2.9,4.9,0.646333333333333,2.86666666666667,4.9,0.645666666666667,0.0333333333333333,0.0333333333333333,NA,2.83333333333333,3.86666666666667,0.691666666666667,1.73333333333333,3.83333333333333,5.63333333333333,0.5,0.566666666666667,2.4,1.2,1.86666666666667,8.63333333333333,"kansas",41.2,414.4,15.52,0.74,0.64,1.34,0.1198,-1.34,0.78,-0.58,0.28
"306","Jemerrio Jones",14,6.5,26.95,4.5,8.7,0.5155,4.45,7.95,0.5575,0.05,0.7,0.0385,1.4,2.65,0.5055,3.4,8.1,11.5,3.05,0.9,0.4,1.9,2.25,10.45,"new-mexico-state",6,143,12.1,0,0.2,0.2,0.084,-2.2,2.4,0.2,0.1
"307","Jerami Grant",17.5,12.5,26.35,2.75,6.25,0.434,2.7,6.15,0.4375,0.05,0.15,0.1665,2.4,3.65,0.658,2,3.45,5.5,0.85,0.65,0.55,0.8,1.95,7.95,"syracuse",65.3333333333333,1609.44444444444,11.7777777777778,1.52222222222222,1.65555555555556,3.18888888888889,0.0664444444444444,-1.82222222222222,0.211111111111111,-1.62222222222222,0.533333333333333
"308","Jeremiah Martin",16,12.75,28.925,4.5,9.875,0.44675,3.1,5.9,0.5225,1.4,3.975,0.29325,3.6,4.675,0.74775,0.6,2.425,3.025,3.25,1.65,0.55,2.075,1.875,14.025,"memphis",9,87,11.6,-0.1,0.1,0.05,-0.0155,-3.4,0.3,-3.15,0
"309","Jeremy Lamb",18,17.5,33.15,5.1,11.2,0.4595,3.7,6.3,0.58,1.5,4.9,0.307,1.85,2.3,0.7915,1.25,3.4,4.65,1.75,0.85,0.4,1.5,1.75,13.6,"connecticut",57.4444444444444,1217.88888888889,15.1666666666667,1.47777777777778,1.36666666666667,2.83333333333333,0.107666666666667,0.0888888888888889,0.0888888888888889,0.155555555555556,0.855555555555556
"310","Jerian Grant",18,18,38.3,4.46666666666667,11.1333333333333,0.400666666666667,2.93333333333333,6.43333333333333,0.445333333333333,1.53333333333333,4.73333333333333,0.323333333333333,3.83333333333333,5,0.767333333333333,0.433333333333333,2.2,2.63333333333333,6.03333333333333,1.46666666666667,0.333333333333333,2.63333333333333,1.93333333333333,14.3,"notre-dame",55.8,999.6,11.22,0.8,0.86,1.66,0.062,-2.48,-0.02,-2.48,0.12
"311","Jerome Robinson",15,15,35.5,6.46666666666667,13.8333333333333,0.462,4.76666666666667,9.36666666666667,0.506333333333333,1.7,4.5,0.371333333333333,3.06666666666667,4.13333333333333,0.713666666666667,0.6,2.8,3.33333333333333,3.16666666666667,1.2,0.166666666666667,2.96666666666667,2.5,17.7333333333333,"boston-college",35.2,516.6,6.66,-0.42,0.44,0.02,-0.0036,-4.5,-0.22,-4.7,-0.3
"312","Jerrelle Benimon",17.3333333333333,11.3333333333333,27.3,4.3,8.23333333333333,0.436333333333333,3.83333333333333,7.1,0.486333333333333,0.466666666666667,1.1,0.296,3.73333333333333,5.53333333333333,0.611666666666667,2.2,6.1,8.23333333333333,2.2,0.4,1.16666666666667,2.63333333333333,2.4,12.8,"towson",2,3,4.7,0,0,0,-0.215,-9.4,-3.7,-13,0
"313","Jevon Carter",18,14,31.325,3.875,9.975,0.37925,2.35,5.4,0.41775,1.525,4.575,0.3295,2.125,2.8,0.749,1.1,3,4.1,4.05,2.025,0.2,2.1,2.85,11.45,"west-virginia",52.3333333333333,746.333333333333,10.4333333333333,0.266666666666667,0.833333333333333,1.13333333333333,0.0646666666666667,-1.73333333333333,0.766666666666667,-0.966666666666667,0.266666666666667
"314","Jimmer Fredette",16,16,36.8,9.4,21.4,0.439,5.8,13.1,0.445,3.6,8.3,0.429,9.1,10.1,0.901,0.6,3.1,3.8,4.3,1.5,0,4,1.4,31.4,"brigham-young",29.6,375,14.03,0.25,0.05,0.3,0.0438,-0.36,-1.39,-1.73,-0.02
"315","Jimmy Butler",18,16,36.6,5.3,10.7,0.495,4.8,9.1,0.524,0.5,1.6,0.321,5.7,7.1,0.805,2.6,3.4,6.1,2.1,1.4,0.4,1.5,1.5,16.8,"marquette",58.1666666666667,1926.5,20.4166666666667,5.24166666666667,2.45833333333333,7.69166666666667,0.187916666666667,2.9,1.325,4.225,3.125
"316","Joe Chealey",16.5,12.75,30.575,4.075,9.625,0.41075,2.675,5.775,0.45325,1.4,3.875,0.33975,4.6,5.675,0.7845,0.5,2.95,3.425,3.05,0.85,0.175,1.775,2.225,14.2,"college-of-charleston",2.5,20.5,-0.45,-0.1,0,-0.05,-0.134,-11.4,-2.15,-13.55,-0.05
"317","Joe Harris",15.8,13,27.06,3.64,8.42,0.43,1.8,4.04,0.4454,1.82,4.38,0.4084,1.72,2.44,0.5684,0.94,2.52,3.46,1.6,0.8,0.36,1.34,2.08,10.84,"virginia",57.1428571428571,1454,10.3142857142857,1.92857142857143,0.9,2.85714285714286,0.0635714285714286,-1.17142857142857,-0.871428571428571,-2.02857142857143,0.557142857142857
"318","Joe Young",17,14.75,33.825,5.7,12.825,0.44075,3.625,7.65,0.47425,2.025,5.175,0.3895,3.575,3.975,0.885,0.525,2.725,3.25,2.375,1,0.05,1.65,1.45,16.9,"oregon",42.3333333333333,359,10.4666666666667,-0.2,0.333333333333333,0.1,0.004,-3.1,-1.36666666666667,-4.46666666666667,-0.2
"319","Joel Bolomboy",18.5,13,29.425,3.725,7.2,0.51575,3.475,6.5,0.52975,0.275,0.775,NA,3.975,5.55,0.7185,3.425,7.2,10.6,0.7,0.5,1.425,1.875,2.525,11.725,"weber-state",9,45.5,15.7,0.05,0.05,0.15,0.125,-0.15,-0.65,-0.8,0.05
"320","Joel Embiid",15,15,24.2,3.9,6.5,0.598,3.8,6.3,0.606,0.1,0.2,0.333,3.7,5.2,0.705,2.4,6.4,8.8,1.4,0.8,2.6,2.9,3.2,11.5,"kansas",52,1588.6,25.84,3.32,3,6.32,0.1848,3.58,1.42,4.98,2.8
"321","John Collins",18,9.5,20.55,4.95,8.25,0.5665,4.95,8.25,0.5665,0,0,NA,3.4,4.7,0.7105,2.6,3.65,6.25,0.45,0.5,1.05,1.4,2.85,13.35,"wake-forest",59.75,1706.25,21.05,4.25,1.525,5.75,0.16275,2.15,-0.625,1.525,1.45
"322","John Henson",16,15,29.95,5.4,11.3,0.4825,5.35,11.15,0.486,0.05,0.15,NA,2,3.75,0.5425,2.8,7.8,10.6,1.15,0.6,3.1,1.5,1.85,12.9,"north-carolina",48.5,935.2,17.18,1.01,1.19,2.2,0.1162,-1.02,1.12,0.12,0.37
"323","John Holland",15,15,33.3,5.9,14.5,0.408,3.9,8.1,0.475,2.1,6.4,0.323,5.3,6.1,0.859,1.1,4.9,6.1,1.2,1.5,0.5,2.3,2.4,19.2,"boston-university",12.5,87.5,2.95,-0.15,0.05,-0.1,-0.041,-3.5,-1.75,-5.25,-0.1
"324","John Jenkins",16,16,34.95,6.05,12.25,0.493,2.55,4.55,0.5455,3.5,7.7,0.4535,4.4,4.95,0.8915,0.55,2.55,3.1,1.4,0.9,0.3,1.8,1.15,20.05,"vanderbilt",24,299.6,11.95,0.21,0.14,0.35,0.0667,-0.05,-1.43,-1.5,-0.02
"325","Johnathan Motley",18,14,25.2666666666667,4.7,9.03333333333333,0.516,4.63333333333333,8.63333333333333,0.529,0.0666666666666667,0.433333333333333,0.074,2.7,3.93333333333333,0.663666666666667,2.86666666666667,3.83333333333333,6.66666666666667,1.3,0.433333333333333,1.3,2,2.83333333333333,12.1666666666667,"baylor",15.3333333333333,124.333333333333,21.5333333333333,0.133333333333333,0.166666666666667,0.3,0.158333333333333,0.766666666666667,0.2,0.966666666666667,0
"326","Johnathan Williams",18,18,27.05,3.75,7.525,0.5,3.4,6.5,0.52275,0.325,1.05,0.3585,1.875,3.275,0.579,2.2,4.925,7.125,0.9,0.45,1.15,1.45,2.575,9.725,"missouri",19.5,276,14.55,0.5,0.2,0.7,0.122,-1.4,-1.2,-2.6,-0.05
"327","Johnny O'Bryant",15.6666666666667,14.3333333333333,28.5666666666667,5.1,11.1333333333333,0.452666666666667,5.06666666666667,10.9333333333333,0.459333333333333,0.0666666666666667,0.233333333333333,0.233333333333333,2.9,4.36666666666667,0.658333333333333,3.26666666666667,5.03333333333333,8.3,1.33333333333333,0.5,0.866666666666667,3.2,2.83333333333333,13.1666666666667,"louisiana-state",26.3333333333333,294,11.3166666666667,-0.15,0.183333333333333,0.0666666666666667,0.0418333333333333,-2.71666666666667,-1.83333333333333,-4.55,-0.283333333333333
"328","Jon Leuer",18,18,34.4,6.8,14.7,0.466,5.7,10.8,0.523,1.2,3.8,0.304,3.4,3.9,0.886,1.7,5.6,7.3,1.4,0.4,0.4,1.5,2.3,18.3,"wisconsin",40.5,613.2,12.82,0.65,0.69,1.33,0.0887,-1.92,-0.2,-2.16,0.19
"329","Jonah Bolden",18,10,21.7,1.6,3.8,0.426,1.5,3,0.5,0.1,0.8,0.143,0.8,1.1,0.7,0.9,3.8,4.7,0.9,0.6,0.9,0.7,2.2,4.1,"ucla",14.5,183.25,5.875,0.075,0.275,0.35,0.001,-7.825,-0.075,-7.875,0.025
"330","Jonathan Isaac",18,18,25.5,3.9,7.8,0.5,3,5.3,0.568,0.9,2.5,0.356,3.2,3.9,0.814,1.8,5.6,7.3,1.1,1.1,1.7,1.2,2.2,11.8,"florida-state",45.3333333333333,1170.66666666667,13.3666666666667,0.3,1.93333333333333,2.23333333333333,0.079,-1.93333333333333,2.1,0.166666666666667,0.666666666666667
"331","Jonathon Simmons",16,15,31.4,5.2,10.5,0.494,4.3,7.9,0.548,0.9,2.6,0.333,2.9,4.2,0.701,1.5,3.9,5.4,2.1,0.8,0.4,4,2.4,14.2,"houston",52.3333333333333,1060.33333333333,10.55,-0.0333333333333333,1.1,1.08333333333333,0.056,-3.05,-0.0166666666666667,-3.1,-0.35
"332","Jontay Porter",18,6,25.9,3.8,8.3,0.453,2.4,4.9,0.489,1.4,3.4,0.403,2.6,3.4,0.742,1.6,5.2,6.8,2.3,0.7,1.4,1.9,3.3,11.5,"missouri",11,54,9.2,-0.1,0.1,0,0.019,-6.8,0.3,-6.5,-0.1
"333","Jordan Adams",17.5,17.5,31.4,5.1,11.4,0.443,3.8,7.45,0.507,1.3,3.95,0.329,3.65,4.45,0.8185,1.3,3.25,4.5,1.9,2.6,0.2,1.4,2.4,15.1,"ucla",16,131.5,15.05,0,0.2,0.2,0.044,-1.85,6,4.15,0.1
"334","Jordan Bell",16,7.5,20.5,2.7,5.3125,0.498125,2.3875,4.1125,0.5625,0.325,1.175,NA,0.7125,1.1875,0.63375,1.375,3.625,5.0375,1.225,0.8875,1.1125,1.05,2.2875,6.4,"pacific",24.375,284.125,11.7,0.2875,0.3875,0.6625,0.052625,-3.2,0.325,-2.85,0.125
"335","Jordan Bone",18,16.3333333333333,25.1333333333333,3.33333333333333,7.93333333333333,0.406,2.36666666666667,5.4,0.43,0.933333333333333,2.53333333333333,0.357666666666667,1.2,1.56666666666667,0.793666666666667,0.266666666666667,2.43333333333333,2.7,4.06666666666667,0.566666666666667,0.0333333333333333,1.46666666666667,1.26666666666667,8.83333333333333,"tennessee",12,124.5,4.85,0,0.05,0.05,-0.036,-6.05,-2,-8.05,-0.1
"336","Jordan Clarkson",16.3333333333333,11.3333333333333,31.7,4.96666666666667,11.2333333333333,0.436333333333333,3.76666666666667,7.83333333333333,0.479333333333333,1.2,3.4,0.339,4.1,4.9,0.837,0.6,2.6,3.2,2.53333333333333,0.966666666666667,0.3,2.46666666666667,2.13333333333333,15.1666666666667,"tulsa",61.1818181818182,1603.90909090909,16.3090909090909,1.49090909090909,0.754545454545455,2.23636363636364,0.0739090909090909,1.43636363636364,-1.38181818181818,0.0363636363636364,0.7
"337","Jordan Hamilton",14,10.6666666666667,24.7666666666667,3.56666666666667,8.43333333333333,0.433666666666667,2.1,4.3,0.497333333333333,1.46666666666667,4.1,0.344666666666667,1.63333333333333,1.86666666666667,0.857666666666667,1.23333333333333,2.66666666666667,3.9,0.933333333333333,0.566666666666667,0.4,1.5,1.96666666666667,10.2,"texas",30.1428571428571,445.571428571429,12.7285714285714,0.2,0.457142857142857,0.657142857142857,0.0665714285714286,0.0142857142857143,-0.457142857142857,-0.485714285714286,0.242857142857143
"338","Jordan Hill",13,3.75,16.925,1.6,4.275,0.2855,0.825,1.8,0.3335,0.75,2.475,NA,0.8,1.125,0.629,0.325,1.175,1.525,0.875,0.375,0.15,1.15,1.55,4.725,"wisconsin",44.5555555555556,846.555555555556,15.4666666666667,0.933333333333333,0.877777777777778,1.82222222222222,0.0965555555555555,-1.9,-1.1,-2.98888888888889,0.0444444444444444
"339","Jordan Loyd",17,11,23.4,2.4,5.7,0.423,1.8,3.7,0.476,0.6,2,0.324,1.6,2.5,0.643,0.5,2.8,3.3,1.7,0.8,0.1,1.6,2.8,7.1,"furman",12,55,16.3,0.2,0,0.2,0.19,0,-0.9,-1,0
"340","Jordan McLaughlin",16,15.75,33.275,4.05,10.15,0.40575,2.6,6.1,0.42975,1.475,4,0.373,2.3,3.075,0.73775,0.7,2.775,3.475,5.35,1.575,0.125,2.3,1.1,11.85,"southern-california",40.5,764,14.15,0.85,0.5,1.4,0.096,-0.85,0.1,-0.7,0.2
"341","Jordan McRae",9.57142857142857,5.28571428571429,14.8,2.22857142857143,5.12857142857143,NA,1.42857142857143,3,NA,0.8,2.14285714285714,NA,1.57142857142857,2.02857142857143,NA,0.414285714285714,1.42857142857143,1.85714285714286,0.9,0.242857142857143,0.371428571428571,1.1,1.08571428571429,6.84285714285714,"tennessee",20.2222222222222,297.222222222222,13.2444444444444,0.155555555555556,0.144444444444444,0.322222222222222,0.0658888888888889,-0.822222222222222,-1.38888888888889,-2.21111111111111,-3.07792950077829e-18
