"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Year","Acronym"
"4394",396,"Chris Paul","PG",32,"HOU",58,1847,24.4,0.604,0.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,5.2,1.8,7.1,4.2,2018,"paulch01"
"4395",85,"Clint Capela","C",23,"HOU",74,2034,24.5,0.65,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1,3.4,2.8,2018,"capelca01"
"4396",245,"Demetrius Jackson","PG",23,"HOU",12,63,0.2,0.286,0,7.2,12.4,9.8,10.7,3.1,1.3,39.1,16.1,-0.3,0.1,-0.2,-0.14,-9.2,0.6,-8.5,-0.1,2018,"jacksde01"
"4397",181,"Eric Gordon","SG",29,"HOU",69,2154,15.2,0.578,0.248,1.3,7.5,4.4,11.7,1,1.1,10.8,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3,2018,"gordoer01"
"4398",189,"Gerald Green","SG",32,"HOU",41,929,14.1,0.566,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,1,1,2.1,0.107,1,-0.8,0.3,0.5,2018,"greenge01"
"4399",84,"Isaiah Canaan","SG",26,"HOU",1,4,-7.3,0,0,0,27.9,14.1,0,0,0,0,11,0,0,0,-0.224,-12.4,-4.5,-16.9,0,2018,"canaais01"
"4400",195,"James Harden","SG",28,"HOU",72,2551,29.8,0.619,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7,2018,"hardeja01"
"4401",259,"Joe Johnson","SF",36,"HOU",23,505,6.8,0.485,0.157,0.5,13.9,7.3,10.7,0.6,0.2,11.2,14.1,0,0.4,0.4,0.038,-3.3,0,-3.3,-0.2,2018,"johnsjo02"
"4402",319,"Luc Mbah a Moute","PF",31,"HOU",61,1564,10.3,0.595,0.275,1.6,11.7,6.7,5,2.3,1.4,15,12.8,0.8,2.1,2.8,0.087,-1.6,1.4,-0.2,0.7,2018,"mbahalu01"
"4403",72,"Markel Brown","SG",26,"HOU",4,31,-1.2,0.357,0,3.7,14.4,9.1,8.7,0,0,22.2,12.8,-0.1,0,0,-0.063,-8.8,-2,-10.8,-0.1,2018,"brownma02"
"4404",217,"Nenê","C",35,"HOU",52,758,16.4,0.594,0.448,8.1,18,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,0.163,-1.6,0.6,-1,0.2,2018,"hilarne01"
"4405",485,"P.J. Tucker","PF",32,"HOU",82,2281,8.3,0.537,0.136,4.6,17.8,11.3,4.6,1.7,1,13.7,10.5,1,3,3.9,0.082,-1.9,0.8,-1.1,0.5,2018,"tuckepj01"
"4406",232,"R.J. Hunter","SG",24,"HOU",5,45,8.5,0.455,0.1,0,12.4,6.3,10.3,3.3,0,8.7,22.5,0,0.1,0,0.022,-5.2,1.9,-3.3,0,2018,"hunterj01"
"4407",14,"Ryan Anderson","PF",29,"HOU",66,1725,12.6,0.592,0.194,6.2,15.4,10.8,5.1,0.7,1,7.5,14.4,3.1,1.7,4.8,0.132,0.9,-0.8,0.1,0.9,2018,"anderry01"
"4408",50,"Tarik Black","C",26,"HOU",51,536,14.3,0.582,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1,1.5,0.136,-3.7,1.2,-2.6,-0.1,2018,"blackta01"
"4409",419,"Tim Quarterman","SG",23,"HOU",3,13,2.9,0.515,0.667,0,25.8,13,10.6,0,0,34,20,0,0,0,-0.083,-8.5,-1.2,-9.7,0,2018,"quartti01"
"4410",20,"Trevor Ariza","SF",32,"HOU",67,2269,11.8,0.567,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0,0.7,0.7,1.5,2018,"arizatr01"
"4411",523,"Troy Williams","SF",23,"HOU",4,17,-2.4,0.242,0.333,6.7,19.7,13.3,8.6,2.9,0,8.8,29.4,-0.1,0,-0.1,-0.26,-12.4,-3.3,-15.7,-0.1,2018,"willitr02"
"4412",418,"Zhou Qi","C",22,"HOU",18,124,1.9,0.295,0.375,5.5,14.4,10,2.1,0.8,9.6,21.2,16.8,-0.5,0.2,-0.3,-0.104,-10.3,0.2,-10.1,-0.3,2018,"qizh01"
"4413",251,"Al Jefferson","C",33,"IND",36,484,20.2,0.563,0.173,7,26.2,16.7,10,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.158,0.6,1.5,2,0.5,2018,"jeffeal01"
"4414",414,"Alex Poythress","PF",24,"IND",25,104,7.8,0.5,0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12,0.1,0.1,0.1,0.066,-3.8,-1.3,-5.1,-0.1,2018,"poythal01"
"4415",348,"Ben Moore","PF",22,"IND",2,9,-2.3,NA,NA,0,12.5,6.3,13.1,0,0,NA,0,0,0,0,0.072,-10.5,1.3,-9.3,0,2018,"moorebe01"
"4416",55,"Bojan Bogdanović","SF",28,"IND",80,2464,13.9,0.605,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,2018,"bogdabo02"
"4417",270,"Cory Joseph","PG",26,"IND",82,2210,11,0.503,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3,2018,"josepco01"
"4418",516,"Damien Wilkins","SF",38,"IND",19,152,4.9,0.405,0.103,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.2,-1.9,-6.1,-0.2,2018,"wilkida02"
"4419",104,"Darren Collison","PG",30,"IND",69,2018,18.8,0.61,0.226,2.1,7.8,5,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,2018,"collida01"
"4420",439,"Domantas Sabonis","C",21,"IND",74,1810,17.5,0.567,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.6,-0.5,-1.1,0.4,2018,"sabondo01"
"4421",467,"Edmond Sumner","PG",22,"IND",1,2,39.8,1,0,0,56.1,28.2,0,0,0,0,22.3,0,0,0,0.425,-2.4,9.3,6.9,0,2018,"sumneed01"
"4422",432,"Glenn Robinson III","SF",24,"IND",23,338,10.8,0.529,0.129,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,0.088,-1.2,0.4,-0.7,0.1,2018,"robingl02"
"4423",15,"Ike Anigbogu","C",19,"IND",11,30,21.6,0.558,0.667,19,15,16.9,0,1.7,8.9,14.7,20.3,0.1,0,0.1,0.165,1.8,0.1,1.9,0,2018,"anigbik01"
"4424",533,"Joe Young","PG",25,"IND",53,558,10.1,0.521,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18,0.1,0.4,0.5,0.043,-2.3,-1.2,-3.5,-0.2,2018,"youngjo01"
"4425",464,"Lance Stephenson","SG",27,"IND",82,1850,12.4,0.495,0.179,3.8,22,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2,1.8,0.046,-1.5,-0.3,-1.8,0.1,2018,"stephla01"
"4426",487,"Myles Turner","C",21,"IND",65,1836,16.6,0.567,0.322,5.8,19.8,12.8,7,1,5.7,11.6,20,2.2,2.5,4.7,0.122,-0.6,0.4,-0.2,0.8,2018,"turnemy01"
"4427",288,"T.J. Leaf","PF",20,"IND",53,459,10.7,0.545,0.118,7.2,13,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.4,-1.7,-3.1,-0.1,2018,"leaftj01"
"4428",535,"Thaddeus Young","PF",29,"IND",81,2607,14.8,0.528,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4,2018,"youngth01"
"4429",59,"Trevor Booker","PF",30,"IND",17,269,14.7,0.512,0.131,13.5,18.8,16.2,9,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.3,-0.8,-1.1,0.1,2018,"booketr01"
"4430",329,"Trey McKinney-Jones","SG",27,"IND",1,1,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.001,-6.2,-2.3,-8.5,0,2018,"mckintr01"
"4431",382,"Victor Oladipo","SG",25,"IND",75,2552,23.1,0.577,0.274,2.1,15.1,8.6,21.2,3.5,2,12.7,30.1,4.3,4,8.2,0.155,4.1,1.7,5.8,5,2018,"oladivi01"
"4432",429,"Austin Rivers","SG",25,"LAC",61,2057,12.6,0.526,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,1.4,1,2.4,0.056,-0.3,-0.9,-1.2,0.4,2018,"riverau01"
"4433",61,"Avery Bradley","SG",27,"LAC",6,165,9,0.492,0.036,2,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0,0.009,-4.1,-0.3,-4.4,-0.1,2018,"bradlav01"
"4434",192,"Blake Griffin","PF",28,"LAC",33,1139,20.4,0.553,0.379,4.5,20.5,12.6,25.6,1.3,0.7,12.8,29.3,2,1,3,0.126,3.8,-0.4,3.4,1.6,2018,"griffbl01"
"4435",313,"Boban Marjanović","C",29,"LAC",20,166,30.6,0.637,0.754,22.1,35.2,28.8,7.9,1.8,2.5,13.2,27.5,0.7,0.3,1,0.293,5,-0.8,4.2,0.3,2018,"marjabo01"
"4436",256,"Brice Johnson","PF",23,"LAC",9,38,21.3,0.673,0.182,5.9,31.4,18.8,4,7.7,4.4,25.2,18,0,0.1,0.1,0.168,-2.2,6.8,4.5,0.1,2018,"johnsbr02"
"4437",518,"C.J. Williams","SG",27,"LAC",38,707,9.5,0.512,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-2.8,0.7,-2.1,0,2018,"willicj01"
"4438",169,"Danilo Gallinari","SF",29,"LAC",21,671,13.8,0.545,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3,2018,"gallida01"
"4439",269,"DeAndre Jordan","C",29,"LAC",77,2424,20.2,0.648,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,1.7,-0.3,1.4,2.1,2018,"jordade01"
"4440",525,"Jamil Wilson","SF",27,"LAC",15,274,11.4,0.634,0.049,1.2,11.5,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.5,0.096,0,0.2,0.2,0.2,2018,"wilsoja02"
"4441",150,"Jawun Evans","PG",21,"LAC",48,778,7.2,0.421,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5,-0.6,2018,"evansja01"
"4442",520,"Lou Williams","SG",31,"LAC",79,2589,20.2,0.574,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,4.2,-1.8,2.3,2.8,2018,"willilo02"
"4443",475,"Miloš Teodosić","PG",30,"LAC",45,1134,11.6,0.564,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.058,-0.3,-1.5,-1.7,0.1,2018,"teodomi01"
"4444",197,"Montrezl Harrell","C",24,"LAC",76,1293,24.7,0.647,0.405,8.9,17,13,10.1,1.4,3.4,9.5,23.8,4.3,1.3,5.5,0.205,3.1,0.2,3.3,1.7,2018,"harremo01"
"4445",45,"Patrick Beverley","SG",29,"LAC",11,334,12.4,0.53,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,2018,"beverpa01"
"4446",126,"Sam Dekker","PF",23,"LAC",73,883,11.5,0.534,0.216,5.6,16,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2,2018,"dekkesa01"
"4447",274,"Sean Kilpatrick","SG",28,"LAC",4,38,10.5,0.503,0.111,0,5.7,2.9,12.1,0,0,5,22.6,0,0,0,0.029,-0.8,-3.7,-4.5,0,2018,"kilpase01"
"4448",482,"Sindarius Thornwell","SG",23,"LAC",73,1156,8.2,0.519,0.378,3.2,10,6.7,7.8,2,1.8,16.3,12.1,0.1,0.9,1,0.041,-3.4,1,-2.4,-0.1,2018,"thornsi01"
"4449",201,"Tobias Harris","PF",25,"LAC",32,1105,17.7,0.565,0.156,2.2,16.8,9.6,14.3,1.6,1.5,9,23.5,1.6,1,2.6,0.112,2.3,-0.2,2.1,1.2,2018,"harrito02"
"4450",500,"Tyrone Wallace","PG",23,"LAC",30,851,10.1,0.517,0.316,2.7,10.7,6.8,11.8,1.5,1.3,14.1,16.6,0.2,0.5,0.7,0.042,-3.1,-0.4,-3.5,-0.3,2018,"wallaty01"
"4451",263,"Wesley Johnson","SF",30,"LAC",74,1486,9.8,0.512,0.158,2.2,13.6,8,5.6,2.5,3.5,12.3,13,-0.1,1.7,1.7,0.055,-2.5,1.7,-0.7,0.5,2018,"johnswe01"
"4452",426,"Willie Reed","C",27,"LAC",39,419,19.4,0.669,0.458,9.3,22,15.7,3.3,1,4.4,11.6,16.8,1,0.5,1.5,0.171,0.6,0.2,0.8,0.3,2018,"reedwi02"
"4453",89,"Alex Caruso","PG",23,"LAL",37,562,8.7,0.519,0.259,2.9,9.4,6.2,17.8,2,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1,2018,"carusal01"
"4454",238,"Andre Ingram","SG",32,"LAL",2,64,16.3,0.655,0.176,1.7,8.3,5,15.3,2.2,3.8,14.1,14.1,0.1,0.1,0.2,0.157,1.7,2.5,4.3,0.1,2018,"ingraan01"
"4455",56,"Andrew Bogut","C",33,"LAL",24,216,10.9,0.696,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1,2018,"bogutan01"
"4456",239,"Brandon Ingram","SF",20,"LAL",59,1975,13.8,0.536,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,1,1.8,2.8,0.068,-0.9,-0.3,-1.2,0.4,2018,"ingrabr01"
"4457",302,"Brook Lopez","C",29,"LAL",74,1735,16.5,0.557,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3,2018,"lopezbr01"
"4458",167,"Channing Frye","C",34,"LAL",9,150,10.2,0.581,0.093,1.4,16.2,8.9,9.5,0.3,0.5,8.2,13.8,0.2,0.1,0.3,0.091,-1,-0.5,-1.5,0,2018,"fryech01"
"4459",63,"Corey Brewer","SF",31,"LAL",54,694,8.9,0.509,0.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,-0.2,0.9,0.7,0.048,-4.7,1.6,-3.1,-0.2,2018,"breweco01"
"4460",519,"Derrick Williams","PF",26,"LAL",2,9,-3.2,0.25,0,0,11.7,5.9,0,0,0,0,18.9,0,0,0,-0.191,-9.8,-7,-16.8,0,2018,"willide02"
"4461",400,"Gary Payton II","PG",25,"LAL",11,115,11.8,0.447,0.146,8.4,16.5,12.5,15.1,1.7,1.4,8.4,17.6,0,0.1,0.2,0.063,-2.5,-0.1,-2.6,0,2018,"paytoga02"
"4462",478,"Isaiah Thomas","PG",28,"LAL",17,456,12.8,0.52,0.278,2.4,6,4.2,28.8,0.6,0.2,17.5,28.7,0,0.2,0.2,0.024,-0.7,-4.2,-4.9,-0.3,2018,"thomais02"
"4463",540,"Ivica Zubac","C",20,"LAL",43,410,15.3,0.557,0.418,11.8,20.1,16,8.8,0.9,3,15.3,17.6,0.5,0.5,1,0.118,-1.8,-0.3,-2,0,2018,"zubaciv01"
"4464",98,"Jordan Clarkson","SG",25,"LAL",53,1256,16.9,0.532,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1,2.1,0.08,1.9,-1.1,0.8,0.9,2018,"clarkjo01"
"4465",205,"Josh Hart","SG",22,"LAL",63,1461,12.2,0.596,0.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7,2018,"hartjo01"
"4466",421,"Julius Randle","C",23,"LAL",82,2190,19.9,0.606,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4,2.6,6.6,0.145,0.6,0,0.6,1.4,2018,"randlju01"
"4467",83,"Kentavious Caldwell-Pope","SG",24,"LAL",74,2458,13.2,0.561,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,2018,"caldwke01"
"4468",280,"Kyle Kuzma","PF",22,"LAL",77,2401,14.2,0.549,0.2,3.9,17.4,10.7,9.1,1,1.1,11,22.5,1.5,2.3,3.8,0.077,0.3,-1,-0.7,0.8,2018,"kuzmaky01"
"4469",364,"Larry Nance Jr.","C",25,"LAL",42,922,19.4,0.618,0.344,12.6,20.2,16.4,9.2,3.1,1.8,12.3,15.3,2.1,1.5,3.7,0.191,0.6,1.8,2.4,1,2018,"nancela02"
"4470",29,"Lonzo Ball","PG",20,"LAL",52,1780,12.5,0.444,0.126,4.2,17.3,10.8,29.2,2.4,2,18.6,17.4,-0.5,2.5,2,0.053,-0.7,1.6,1,1.3,2018,"balllo01"
"4471",129,"Luol Deng","SF",32,"LAL",1,13,5.5,0.5,0,0,0,0,10.1,3.7,0,33.3,9.8,0,0,0,-0.018,-5.3,2.4,-2.9,0,2018,"denglu01"
"4472",207,"Nigel Hayes","SF",23,"LAL",2,11,9.8,0.436,0.333,0,0,0,24.3,0,0,0,13.3,0,0,0,0.069,-0.2,-1.5,-1.7,0,2018,"hayesni01"
"4473",75,"Thomas Bryant","C",20,"LAL",15,72,9.9,0.441,0.429,4.5,20.5,12.6,11.5,0.7,2.3,7.4,15.9,0,0.1,0.1,0.05,-3.1,-0.2,-3.3,0,2018,"bryanth01"
"4474",504,"Travis Wear","SF",27,"LAL",17,228,6.9,0.497,0.111,0,17.6,8.9,4.2,0.8,1.8,7.4,15.2,0,0.2,0.2,0.042,-3.7,0,-3.7,-0.1,2018,"weartr01"
"4475",149,"Tyler Ennis","PG",23,"LAL",54,683,11.1,0.473,0.129,3,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-3,0.9,-2.1,0,2018,"ennisty01"
"4476",53,"Vander Blue","SG",25,"LAL",5,45,-1.8,0.255,0.4,0,2.3,1.2,8.2,1.1,0,33.8,8.4,-0.1,0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1,2018,"blueva01"
"4477",203,"Andrew Harrison","PG",23,"MEM",56,1326,12.7,0.534,0.371,2,9.7,5.7,21.3,1.4,1.8,14,19.6,1,0.7,1.7,0.062,-1,-0.5,-1.5,0.2,2018,"harrian01"
"4478",331,"Ben McLemore","SG",24,"MEM",56,1091,9.7,0.526,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.9,-1,-3.9,-0.5,2018,"mclembe01"
"4479",529,"Brandan Wright","PF",30,"MEM",27,366,19.3,0.595,0.333,9.9,19.7,14.7,5.8,1.8,6.4,6.6,14.9,0.8,0.5,1.2,0.163,1.2,1,2.3,0.4,2018,"wrighbr03"
"4480",506,"Briante Weber","PG",25,"MEM",5,119,9.2,0.508,0.286,4.8,11.9,8.3,11.1,3.4,1.6,25.3,11.9,-0.1,0.1,0.1,0.024,-5,1,-4,-0.1,2018,"weberbr01"
"4481",256,"Brice Johnson","PF",23,"MEM",9,60,16.2,0.418,0.097,13.2,21.7,17.4,3,2.5,6.2,3,24.9,-0.1,0.1,0,0.028,-2,-1.6,-3.6,0,2018,"johnsbr02"
"4482",392,"Chandler Parsons","SF",29,"MEM",36,691,13.6,0.578,0.115,2.3,13,7.5,16.4,1.3,1.5,12.5,18.3,0.7,0.4,1.1,0.077,1.2,-0.4,0.8,0.5,2018,"parsoch01"
"4483",123,"Deyonta Davis","C",21,"MEM",62,943,16.6,0.621,0.215,9,22,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1,2018,"davisde01"
"4484",66,"Dillon Brooks","SF",22,"MEM",82,2350,9.8,0.531,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4,-1.2,2018,"brookdi01"
"4485",420,"Ivan Rabb","PF",20,"MEM",36,516,16.6,0.599,0.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,0.7,0.5,1.2,0.109,-0.9,-1.2,-2,0,2018,"rabbiv01"
"4486",148,"James Ennis III","SF",27,"MEM",45,1053,11.9,0.61,0.329,5.7,11.7,8.6,7,1.5,1.1,13,12.5,1.5,0.6,2,0.093,-0.5,-0.1,-0.6,0.4,2018,"ennisja01"
"4487",190,"JaMychal Green","PF",27,"MEM",55,1542,14,0.53,0.227,10.8,24.4,17.4,8.3,1,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1,2018,"greenja01"
"4488",315,"Jarell Martin","PF",23,"MEM",73,1661,10.5,0.516,0.234,6.6,15.8,11.1,7,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4,-0.8,2018,"martija01"
"4489",453,"Kobi Simmons","PG",20,"MEM",32,643,7.7,0.49,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18,17,-0.4,0.2,-0.2,-0.013,-4.7,-2.1,-6.9,-0.8,2018,"simmoko01"
"4490",171,"Marc Gasol","C",33,"MEM",73,2408,17.4,0.532,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7,2018,"gasolma01"
"4491",93,"Mario Chalmers","PG",31,"MEM",66,1421,10.4,0.503,0.312,1,12,6.4,21.5,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4,2018,"chalmma01"
"4492",472,"Marquis Teague","PG",24,"MEM",3,74,5.7,0.302,0.313,1.5,8,4.7,24.7,2.7,0,14.2,12.9,-0.1,0,-0.1,-0.038,-5.4,-0.4,-5.7,-0.1,2018,"teaguma01"
"4493",67,"MarShon Brooks","SG",29,"MEM",7,193,26.1,0.629,0.225,4.7,8,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4,2018,"brookma01"
"4494",106,"Mike Conley","PG",30,"MEM",12,373,15.4,0.52,0.393,0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2,2018,"conlemi01"
"4495",210,"Myke Henry","SF",25,"MEM",20,378,9.7,0.472,0.092,3,8.8,5.8,8.9,4.1,1.5,14.4,15.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1,2018,"henrymy01"
"4496",260,"Omari Johnson","PF",28,"MEM",4,75,10.5,0.524,0,6,11.1,8.5,14.5,1.3,0,12.5,14.4,0.1,0,0.1,0.053,-1.8,-2.7,-4.5,0,2018,"johnsom01"
"4497",152,"Tyreke Evans","PG",28,"MEM",52,1607,21.1,0.561,0.258,3.1,16.3,9.5,31.2,1.8,1,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,2018,"evansty01"
"4498",233,"Vince Hunter","PF",23,"MEM",4,7,35.8,0.6,0,32.3,16.9,24.8,0,0,13.4,16.7,38.5,0,0,0,0.097,10.4,-0.7,9.7,0,2018,"huntevi01"
"4499",446,"Wayne Selden","SG",23,"MEM",35,692,11.8,0.551,0.219,2.6,6.8,4.7,16,1.3,0.7,15.5,22.6,0.1,0.2,0.3,0.023,-0.9,-2.2,-3.1,-0.2,2018,"seldewa01"
"4500",423,"Xavier Rathan-Mayes","SG",23,"MEM",5,118,0.9,0.315,0.214,0,5,2.5,23,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.171,-9.9,-1.6,-11.5,-0.3,2018,"rathaxa01"
"4501",4,"Bam Adebayo","C",20,"MIA",69,1368,15.7,0.57,0.526,9.7,21.6,15.6,11,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6,2018,"adebaba01"
"4502",266,"Derrick Jones Jr.","SF",20,"MIA",14,212,8.8,0.457,0.367,10.1,8,9,4,0.7,3.6,9.5,13.3,0,0.2,0.3,0.059,-3.7,-0.2,-3.9,-0.1,2018,"jonesde02"
"4503",501,"Derrick Walton","PG",22,"MIA",16,147,11.2,0.525,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.1,2.4,1.3,0.1,2018,"waltode01"
"4504",497,"Dion Waiters","SG",26,"MIA",30,918,10.5,0.487,0.168,1,8.5,4.7,19.8,1.3,0.8,13.7,25,-0.7,0.8,0.1,0.004,-2.1,-1.4,-3.5,-0.4,2018,"waitedi01"
"4505",496,"Dwyane Wade","SG",36,"MIA",21,467,13.1,0.465,0.223,2.6,14.4,8.5,23.9,2,2.7,15,30.7,-0.8,0.7,-0.1,-0.014,-2.8,0,-2.8,-0.1,2018,"wadedw01"
"4506",138,"Goran Dragić","PG",31,"MIA",75,2378,16.6,0.543,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,2018,"dragigo01"
"4507",513,"Hassan Whiteside","C",28,"MIA",54,1364,24.1,0.573,0.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,2.3,3,5.3,0.187,1.5,1.1,2.6,1.6,2018,"whiteha01"
"4508",258,"James Johnson","PF",30,"MIA",73,1943,15.8,0.575,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5,0.123,0,1.6,1.6,1.7,2018,"johnsja01"
"4509",335,"Jordan Mickey","PF",23,"MIA",23,284,10.6,0.515,0.232,7.1,24.9,16,4.8,1.1,3,16.6,17.1,-0.1,0.4,0.3,0.054,-5.2,-0.3,-5.6,-0.3,2018,"mickejo01"
"4510",427,"Josh Richardson","SF",24,"MIA",81,2689,13.6,0.551,0.16,2.9,9,6,13.2,2.3,2.4,12.9,18.2,1.8,3.5,5.4,0.096,-0.6,1.3,0.7,1.8,2018,"richajo01"
"4511",526,"Justise Winslow","PF",21,"MIA",68,1680,11.5,0.496,0.213,4.3,20.5,12.4,13,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.2,1.1,-1.1,0.4,2018,"winslju01"
"4512",383,"Kelly Olynyk","PF",26,"MIA",76,1779,17.8,0.612,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.1,1.2,2.3,1.9,2018,"olynyke01"
"4513",25,"Luke Babbitt","SF",28,"MIA",13,145,1.3,0.351,0,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,-0.3,0.1,-0.2,-0.073,-5.9,-3.3,-9.2,-0.3,2018,"babbilu01"
"4514",522,"Matt Williams","SG",24,"MIA",3,11,-0.7,0.417,0,0,10.2,5.1,0,0,0,14.3,28.6,-0.1,0,0,-0.197,-7,-4.2,-11.2,0,2018,"willima05"
