"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Year","Acronym"
"2184",435,"P.J. Tucker","SF",28,"PHO",81,2490,13.3,0.54,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,3.3,2.8,6.1,0.117,0.1,0.9,1,1.9,2014,"tuckepj01"
"2185",366,"Shavlik Randolph","PF",30,"PHO",14,95,7.7,0.531,0.786,8.3,21.2,14.8,1.4,1.6,0.8,21,11,0,0.1,0.1,0.06,-4.8,-0.2,-4.9,-0.1,2014,"randosh01"
"2186",257,"Viacheslav Kravtsov","C",26,"PHO",20,59,10.5,0.54,0.533,17.2,15.2,16.2,2.5,0,1.3,24.5,18.3,0,0,0,0.027,-3.8,-3,-6.9,-0.1,2014,"kravtvi01"
"2187",104,"Allen Crabbe","SG",21,"POR",15,100,7.7,0.475,0.121,1.1,8.5,4.8,8.7,1,0.7,7.9,16.5,0,0.1,0.1,0.037,-4.6,-1.4,-6.1,-0.1,2014,"crabbal01"
"2188",295,"CJ McCollum","SG",22,"POR",38,476,9,0.521,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.9,-0.6,-3.4,-0.2,2014,"mccolcj01"
"2189",273,"Damian Lillard","PG",23,"POR",82,2937,18.6,0.568,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25,7.8,1.8,9.6,0.157,3.8,-0.6,3.2,3.9,2014,"lillada01"
"2190",477,"Dorell Wright","SF",28,"POR",68,984,11.9,0.524,0.232,3.2,17.5,10.5,9.4,1.2,1.1,10.6,16.2,0.9,1,1.9,0.091,0.4,0.5,0.9,0.7,2014,"wrighdo01"
"2191",457,"Earl Watson","PG",34,"POR",24,161,2.1,0.47,0.364,3.4,6.6,5,22,1.6,0.4,57.1,8.1,-0.2,0.1,-0.1,-0.018,-7.2,0.5,-6.7,-0.2,2014,"watsoea01"
"2192",155,"Joel Freeland","C",26,"POR",52,727,11.3,0.498,0.179,13.2,17.6,15.4,7.1,0.7,2.1,15.5,12.4,0.7,0.7,1.4,0.093,-2.6,0,-2.6,-0.1,2014,"freeljo01"
"2193",7,"LaMarcus Aldridge","PF",28,"POR",69,2498,21.8,0.507,0.253,7.2,25.5,16.5,13,1.3,1.9,7.2,29.8,4,3.5,7.5,0.144,2.3,0.1,2.3,2.7,2014,"aldrila01"
"2194",269,"Meyers Leonard","C",21,"POR",40,355,9.4,0.489,0.231,8,25.5,16.8,7.3,1,1,13,14.2,0.2,0.5,0.6,0.086,-4.7,0.8,-4,-0.2,2014,"leoname01"
"2195",469,"Mo Williams","PG",31,"POR",74,1834,11.8,0.507,0.132,2.5,6.4,4.5,26.7,1.5,0.4,17.3,20.5,1,1.2,2.2,0.056,-1.2,-0.8,-2,0,2014,"willima01"
"2196",38,"Nicolas Batum","SF",25,"POR",82,2956,15.8,0.589,0.248,4.3,17.8,11.1,20.9,1.3,1.3,18.6,16.5,4.8,3.1,7.9,0.128,2.2,1.2,3.4,4,2014,"batumni01"
"2197",277,"Robin Lopez","C",25,"POR",82,2603,17.7,0.605,0.376,13.6,15.3,14.5,4.2,0.5,3.7,10.1,14,7,2.6,9.5,0.176,1.2,-0.1,1.2,2.1,2014,"lopezro01"
"2198",375,"Thomas Robinson","PF",22,"POR",70,873,14.1,0.502,0.345,13.1,24.6,18.9,6,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-2.7,-0.6,-3.2,-0.3,2014,"robinth01"
"2199",95,"Victor Claver","SF",25,"POR",21,184,8.8,0.502,0.262,5.3,17.4,11.4,9.1,0.8,1.1,19,13.7,0,0.2,0.2,0.047,-3.2,0,-3.2,-0.1,2014,"clavevi01"
"2200",289,"Wesley Matthews","SG",27,"POR",82,2780,15.7,0.588,0.298,2,9.1,5.6,10.9,1.4,0.4,8.8,19.6,6.3,1.9,8.2,0.142,1.9,0.1,1.9,2.7,2014,"matthwe02"
"2201",35,"Will Barton","SG",23,"POR",41,387,13.5,0.488,0.205,4.5,16,10.3,13.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,0.078,-1.2,-0.1,-1.3,0.1,2014,"bartowi01"
"2202",175,"Aaron Gray","C",29,"SAC",33,335,7.9,0.455,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.6,0.1,-4.5,-0.2,2014,"grayaa01"
"2203",297,"Ben McLemore","SG",20,"SAC",82,2187,7.7,0.485,0.211,2.7,9.5,6.1,5.8,1,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-2.9,-1.1,-4,-1.1,2014,"mclembe01"
"2204",261,"Carl Landry","PF",30,"SAC",18,233,11.2,0.563,0.283,7.2,20.6,13.8,3.4,0.7,0.3,11.8,14.5,0.3,0.1,0.4,0.088,-2.4,-0.7,-3.1,-0.1,2014,"landrca01"
"2205",198,"Chuck Hayes","C",30,"SAC",16,179,11.4,0.47,0.219,12.5,17.2,14.8,4.9,3.1,0.9,16.6,10.4,0.1,0.2,0.3,0.081,-2.4,0.8,-1.6,0,2014,"hayesch01"
"2206",102,"DeMarcus Cousins","C",23,"SAC",71,2298,26.1,0.555,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,4.1,3.8,7.9,0.166,3.6,1.6,5.2,4.2,2014,"couside01"
"2207",465,"Derrick Williams","SF",22,"SAC",67,1658,11.9,0.533,0.568,4.6,15.8,10.1,5.1,1.4,0.8,11.6,16.1,1.4,1.1,2.5,0.073,-1.3,-0.5,-1.9,0.1,2014,"willide02"
"2208",445,"Greivis Vásquez","PG",27,"SAC",18,465,14.1,0.536,0.213,1.2,7.1,4.1,32.8,0.7,0.2,14.1,18.1,0.9,0.1,0.9,0.097,0.3,-2.1,-1.8,0,2014,"vasqugr01"
"2209",326,"Hamady N'Diaye","C",27,"SAC",14,74,2.9,0.318,0.111,7.5,20.1,13.7,5.6,0,4.4,24.1,7.4,-0.1,0.1,0,-0.008,-8.1,0.3,-7.8,-0.1,2014,"ndiayha01"
"2210",425,"Isaiah Thomas","PG",24,"SAC",72,2497,20.5,0.574,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,6.4,1.3,7.7,0.149,3.9,-0.7,3.2,3.2,2014,"thomais02"
"2211",109,"Jared Cunningham","SG",22,"SAC",8,58,12.4,0.477,0.737,1.9,7.9,4.9,12.7,2.6,0,0,19.1,0.1,0,0.2,0.145,-3.7,2.4,-1.3,0,2014,"cunnija01"
"2212",429,"Jason Thompson","PF",27,"SAC",82,2007,11.1,0.523,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,0.9,1.7,2.7,0.064,-2.9,-0.4,-3.2,-0.6,2014,"thompja02"
"2213",153,"Jimmer Fredette","SG",24,"SAC",41,463,16.3,0.584,0.096,1.7,9.4,5.5,23.5,1.5,0.5,17.6,23.8,0.6,0.2,0.8,0.082,2.6,-1.2,1.4,0.4,2014,"fredeji01"
"2214",382,"John Salmons","SF",34,"SAC",18,445,8.3,0.437,0.06,2,9.8,5.8,14.7,1.4,1.5,10.4,13.3,0,0.3,0.3,0.029,-2.5,0.1,-2.4,0,2014,"salmojo01"
"2215",293,"Luc Mbah a Moute","SF",27,"SAC",9,196,11.7,0.53,0.406,5.1,10.5,7.8,11.1,2.3,2.1,9.6,9.4,0.3,0.2,0.4,0.106,-1.7,2.3,0.5,0.1,2014,"mbahalu01"
"2216",432,"Marcus Thornton","SG",26,"SAC",46,1121,9.7,0.484,0.139,3.9,8.7,6.2,6.6,1.4,0.6,8.8,17.1,0.4,0.5,0.9,0.038,-1.4,-0.9,-2.3,-0.1,2014,"thornma01"
"2217",240,"Orlando Johnson","SG",24,"SAC",7,50,-0.3,0.24,0.235,4.5,4.6,4.5,11.4,0,1.6,5.1,17.4,-0.2,0,-0.1,-0.144,-6.5,-4,-10.5,-0.1,2014,"johnsor01"
"2218",348,"Patrick Patterson","PF",24,"SAC",17,415,10.3,0.457,0.131,9.1,17.9,13.5,5.6,1.6,0.6,11,15.4,0,0.3,0.4,0.042,-2.5,-0.9,-3.4,-0.1,2014,"pattepa01"
"2219",1,"Quincy Acy","SF",23,"SAC",56,786,9.6,0.518,0.354,9.5,19.5,14.4,4.4,1.2,2.4,16,9.8,0.5,0.7,1.3,0.078,-2.8,0.6,-2.2,0,2014,"acyqu01"
"2220",294,"Ray McCallum","PG",22,"SAC",45,897,9.7,0.439,0.143,2.2,7.8,5,21,1.2,0.8,10.9,17.6,0,0.4,0.4,0.02,-2.3,-0.8,-3.1,-0.3,2014,"mccalra01"
"2221",140,"Reggie Evans","PF",33,"SAC",24,500,13.8,0.556,0.714,13.8,28.1,20.9,4.8,2.4,0.2,20.1,13.2,0.5,0.7,1.1,0.107,-1.6,0.4,-1.2,0.1,2014,"evansre01"
"2222",463,"Royce White","PF",22,"SAC",3,9,-8.3,0,0,0,0,0,0,0,0,0,4.9,0,0,0,-0.121,-12.5,-4.5,-16.9,0,2014,"whitero03"
"2223",162,"Rudy Gay","SF",27,"SAC",55,1892,19.6,0.567,0.354,4.9,13.3,9.1,16.3,1.8,1.4,14.5,26.6,3,1.5,4.5,0.114,2.4,-0.3,2.1,2,2014,"gayru01"
"2224",343,"Travis Outlaw","SF",29,"SAC",63,1065,10.4,0.492,0.16,3.8,14.2,8.9,7,1,1.4,6.9,15.5,0.8,0.6,1.4,0.062,-1.1,-0.4,-1.4,0.1,2014,"outlatr01"
"2225",40,"Aron Baynes","C",27,"SAS",53,491,9.7,0.467,0.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,-0.1,0.6,0.6,0.055,-4.7,-1,-5.7,-0.5,2014,"baynear01"
"2226",119,"Austin Daye","SF",25,"SAS",14,115,13.5,0.499,0.127,3.1,16,9.8,7.9,1.8,2.5,7.9,24.8,0,0.2,0.2,0.08,-1.6,-0.4,-1.9,0,2014,"dayeau01"
"2227",125,"Boris Diaw","PF",31,"SAS",79,1974,14.1,0.578,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17,2.3,2.6,4.9,0.12,0.4,0.9,1.3,1.6,2014,"diawbo01"
"2228",248,"Cory Joseph","SG",22,"SAS",68,936,14.7,0.558,0.362,4,8.7,6.4,17.2,1.9,1.1,12.3,16.9,1.6,1.3,2.9,0.148,-0.4,1.3,0.9,0.7,2014,"josepco01"
"2229",226,"Damion James","SF",26,"SAS",5,50,4.1,0.304,0.222,2.4,23.8,13.5,7.5,0,1.4,9.2,9.8,-0.1,0.1,0,0.01,-4.9,0.2,-4.7,0,2014,"jamesda01"
"2230",176,"Danny Green","SG",26,"SAS",68,1651,13.9,0.58,0.125,1.8,13.4,7.8,8.9,2,2.7,12.5,16.7,1.4,2.8,4.2,0.122,1.2,2,3.2,2.2,2014,"greenda02"
"2231",27,"Jeff Ayres","PF",26,"SAS",73,952,11.1,0.605,0.316,11,19.2,15.3,8.6,0.7,1.9,24.1,12.4,1,1.4,2.4,0.121,-3,1,-2.1,0,2014,"pendeje02"
"2232",268,"Kawhi Leonard","SF",22,"SAS",66,1923,19.4,0.602,0.195,4.6,18.9,12.1,10.4,3,1.9,10.3,18.3,3.8,3.9,7.7,0.193,2.1,3,5.1,3.5,2014,"leonaka01"
"2233",427,"Malcolm Thomas","PF",25,"SAS",1,15,6.6,0.205,0.5,7.8,57.8,33.8,0,0,9.6,17,17.7,-0.1,0,0,-0.107,-8.3,1,-7.4,0,2014,"thomama01"
"2234",166,"Manu Ginóbili","SG",36,"SAS",68,1550,20,0.59,0.3,2.3,12,7.3,29,2.3,0.8,16.4,24.7,3.3,2.4,5.7,0.176,2.8,1.2,4,2.4,2014,"ginobma01"
"2235",44,"Marco Belinelli","SF",27,"SAS",80,2016,15,0.605,0.188,1,11.2,6.3,13.2,1.3,0.3,11.2,19,3.5,2.4,5.9,0.14,1,0.3,1.3,1.7,2014,"belinma01"
"2236",57,"Matt Bonner","PF",33,"SAS",61,690,11.2,0.582,0.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,0.8,1,1.8,0.123,0,1.1,1,0.5,2014,"bonnema01"
"2237",120,"Nando De Colo","SF",26,"SAS",26,301,13.2,0.545,0.237,2.3,14,8.4,15.1,2.5,0.7,17,18.6,0.1,0.5,0.6,0.101,-1.5,1.7,0.1,0.2,2014,"decolna01"
"2238",230,"Othyus Jeffers","SG",28,"SAS",4,34,8.9,0.595,0.4,3.5,15.9,9.9,3.9,0,0,0,7.8,0.1,0,0.1,0.121,-0.9,0,-0.9,0,2014,"jeffeot01"
"2239",307,"Patty Mills","PG",25,"SAS",81,1527,18.7,0.588,0.123,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,3.4,2.1,5.6,0.175,2.9,1.1,4,2.3,2014,"millspa02"
"2240",68,"Shannon Brown","SG",28,"SAS",10,103,-0.5,0.36,0.321,1.1,12.6,7.1,6.4,0.5,0,20,17.5,-0.3,0.1,-0.2,-0.102,-8.8,-1.5,-10.3,-0.2,2014,"brownsh01"
"2241",408,"Tiago Splitter","C",29,"SAS",59,1271,16.5,0.572,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,0.163,-0.3,0.9,0.6,0.8,2014,"splitti01"
"2242",132,"Tim Duncan*","C",37,"SAS",74,2158,21.3,0.535,0.349,8.6,28.3,18.8,16,1,4.6,13.2,25.2,2.8,4.6,7.4,0.164,1.2,2.1,3.3,2.9,2014,"duncati01"
"2243",346,"Tony Parker","PG",31,"SAS",68,1997,18.9,0.555,0.266,1,7.5,4.4,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,0.141,2,-1.2,0.9,1.5,2014,"parketo01"
"2244",175,"Aaron Gray","C",29,"TOR",4,20,5.7,0.644,0.667,17.4,29.3,23.3,23.1,0,0,50.8,17.9,0,0,0,-0.007,-9.9,2.1,-7.8,0,2014,"grayaa01"
"2245",236,"Amir Johnson","PF",26,"TOR",77,2214,15.4,0.592,0.234,9,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,-0.4,1.1,0.7,1.5,2014,"johnsam01"
"2246",119,"Austin Daye","SF",25,"TOR",8,33,2.4,0.279,0.231,7,17.8,12.4,9.2,0,0,0,19.7,-0.1,0,0,-0.067,-6.9,-3.4,-10.3,-0.1,2014,"dayeau01"
"2247",198,"Chuck Hayes","C",30,"TOR",45,575,9.6,0.467,0.184,9.9,23.2,16.5,7.5,2.1,1.4,19.7,10.4,0.1,0.9,1.1,0.088,-3.3,1.5,-1.9,0,2014,"hayesch01"
"2248",25,"D.J. Augustin","PG",26,"TOR",10,82,1.2,0.394,0.25,0,5.7,2.8,18.4,0.6,0,25.3,19.8,-0.2,0,-0.2,-0.112,-6.9,-2.2,-9.1,-0.1,2014,"augusdj01"
"2249",124,"DeMar DeRozan","SG",24,"TOR",79,3017,18.4,0.532,0.448,2,11.3,6.6,18.9,1.5,0.7,9.5,28,5.8,3,8.8,0.141,1.9,-0.3,1.7,2.8,2014,"derozde01"
"2250",77,"Dwight Buycks","PG",24,"TOR",14,146,7.2,0.414,0.188,3.2,15.2,9.2,10.6,2.9,0,16.1,19.3,-0.2,0.2,0,-0.009,-4.4,1.1,-3.4,0,2014,"buyckdw01"
"2251",445,"Greivis Vásquez","PG",27,"TOR",61,1314,14.2,0.537,0.15,1.3,11.1,6.2,29.5,1,0.2,15.7,22.2,1.6,1.1,2.6,0.096,1.4,-1.3,0.1,0.7,2014,"vasqugr01"
"2252",382,"John Salmons","SG",34,"TOR",60,1281,7.6,0.472,0.152,1.1,9.6,5.3,12.1,1.4,0.7,11.2,12.6,0.2,1.2,1.4,0.052,-2.5,0.7,-1.8,0.1,2014,"salmojo01"
"2253",442,"Jonas Valančiūnas","C",21,"TOR",81,2282,16.1,0.579,0.385,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,3.5,3.2,6.7,0.141,-0.6,-0.7,-1.3,0.4,2014,"valanjo01"
"2254",412,"Julyan Stone","SG",25,"TOR",21,120,6.6,0.491,0.176,1.9,17.6,9.7,14.5,1.3,0,21.4,8.8,0,0.1,0.2,0.061,-3.9,1,-2.9,0,2014,"stoneju01"
"2255",279,"Kyle Lowry","PG",27,"TOR",79,2862,20.1,0.567,0.356,3.6,11.5,7.5,34.7,2.2,0.4,13.4,22.9,8.4,3.3,11.7,0.197,4.1,0.6,4.7,4.8,2014,"lowryky01"
"2256",148,"Landry Fields","SF",25,"TOR",30,322,8.6,0.443,0.328,5.4,16,10.7,9.3,1.6,0.7,12.5,12.4,0,0.4,0.4,0.057,-2.4,1,-1.4,0.1,2014,"fieldla01"
"2257",120,"Nando De Colo","SF",26,"TOR",21,193,12.9,0.495,0.217,4.8,12.1,8.5,26.9,1.9,1.2,17.6,18.8,0.2,0.2,0.4,0.098,-0.5,0.8,0.3,0.1,2014,"decolna01"
"2258",348,"Patrick Patterson","PF",24,"TOR",48,1118,16.2,0.559,0.15,8.6,16.8,12.7,9.5,2,2.4,11.1,17.9,1.8,1.6,3.4,0.147,1,1,2,1.1,2014,"pattepa01"
"2259",1,"Quincy Acy","SF",23,"TOR",7,61,17.2,0.542,0.571,9.5,19.2,14.3,10.1,3.4,3.9,10.2,14.5,0.1,0.1,0.2,0.188,1.2,3.7,5,0.1,2014,"acyqu01"
"2260",162,"Rudy Gay","SF",27,"TOR",18,639,14.7,0.468,0.263,5.3,19.1,12.1,11.5,2.3,2.9,13.6,30.8,-0.8,1.1,0.3,0.021,-0.1,0.7,0.6,0.4,2014,"gayru01"
"2261",333,"Steve Novak","PF",30,"TOR",54,540,11.1,0.599,0.041,1.7,10.8,6.3,3.8,1.2,0.6,3.3,12.9,1,0.5,1.4,0.127,1.5,-0.1,1.5,0.5,2014,"novakst01"
"2262",378,"Terrence Ross","SG",22,"TOR",81,2159,12,0.553,0.13,2.3,11.3,6.8,6.1,1.5,1,10,18.6,2,2.2,4.2,0.094,0,-0.2,-0.2,1,2014,"rosste01"
"2263",185,"Tyler Hansbrough","PF",28,"TOR",64,978,14.2,0.562,0.944,14.2,20,17.1,2.7,1.5,1.6,14.5,15.1,1.7,1.4,3,0.149,-1.3,-0.6,-1.9,0,2014,"hansbty01"
"2264",65,"Aaron Brooks","PG",29,"TOT",72,1557,12.5,0.518,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1,0.4,2014,"brookaa01"
"2265",175,"Aaron Gray","C",29,"TOT",37,355,7.8,0.466,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,2014,"grayaa01"
"2266",424,"Adonis Thomas","SF",20,"TOT",6,37,7.3,0.485,0.071,0,9.2,4.6,13.4,0,0,6.5,18.5,0,0,0,0.001,-4.2,-2,-6.2,0,2014,"thomaad01"
"2267",303,"Andre Miller","SG",37,"TOT",58,982,13.9,0.534,0.333,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,1.4,0.8,2.2,0.108,-0.3,1.1,0.8,0.7,2014,"millean02"
"2268",78,"Andrew Bynum","C",26,"TOT",26,516,15.2,0.456,0.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,-0.2,0.6,0.4,0.038,-1.4,-0.5,-1.9,0,2014,"bynuman01"
"2269",341,"Arinze Onuaku","PF",26,"TOT",5,30,3.8,0.255,0.4,7.6,23.5,15.4,13.5,0,0,14.5,10.4,0,0,0,-0.044,-4,-1.2,-5.2,0,2014,"onuakar01"
"2270",119,"Austin Daye","SF",25,"TOT",22,148,11,0.456,0.147,3.9,16.4,10.4,8.2,1.4,2,6.5,23.7,-0.1,0.2,0.1,0.047,-2.8,-1,-3.8,-0.1,2014,"dayeau01"
"2271",441,"Beno Udrih","SG",31,"TOT",41,643,12.7,0.523,0.169,1.8,9.2,5.4,28,1.9,0.5,19.7,17.2,0.5,0.3,0.8,0.061,-0.9,-0.9,-1.8,0,2014,"udrihbe01"
"2272",322,"Byron Mullens","C",24,"TOT",45,414,12.8,0.544,0.121,6.2,18.2,12.1,5.5,1.8,2.1,13.4,20.9,0.1,0.4,0.5,0.057,-0.8,-0.8,-1.7,0,2014,"mulleby01"
"2273",74,"Caron Butler","SF",33,"TOT",56,1419,12.2,0.512,0.139,1.7,16.8,9.2,9.6,1.7,1,9.5,20.1,0.6,1.2,1.8,0.062,-0.6,-0.8,-1.4,0.2,2014,"butleca01"
"2274",285,"Cartier Martin","SF",29,"TOT",59,870,11,0.562,0.246,1.7,12.8,7.3,5.9,1.6,0.6,10.4,17.1,0.5,0.8,1.3,0.07,-0.9,-0.3,-1.3,0.2,2014,"martica01"
"2275",198,"Chuck Hayes","C",30,"TOT",61,754,10,0.468,0.192,10.5,21.8,16.1,6.8,2.3,1.3,19,10.4,0.2,1.2,1.4,0.086,-3.1,1.3,-1.8,0,2014,"hayesch01"
"2276",265,"Courtney Lee","SG",28,"TOT",79,1973,13.8,0.574,0.182,1.7,9.5,5.6,9.3,1.7,1.2,9.9,17,2.8,1.9,4.7,0.114,0.1,0.8,0.9,1.5,2014,"leeco01"
"2277",25,"D.J. Augustin","PG",26,"TOT",71,1939,16.2,0.569,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,3.8,2.4,6.2,0.154,1.9,-0.4,1.4,1.7,2014,"augusdj01"
"2278",174,"Danny Granger","SF",30,"TOT",41,847,10.9,0.502,0.218,4.3,12.9,8.8,7.8,0.7,1.5,12,20.5,0.1,1.2,1.3,0.073,-1.3,-0.1,-1.4,0.1,2014,"grangda01"
"2279",314,"Darius Morris","PG",23,"TOT",27,313,9.2,0.498,0.271,2.5,6.8,4.6,21.5,2.1,0,20.1,18.6,-0.1,0.2,0,0.006,-3.6,-0.9,-4.5,-0.2,2014,"morrida01"
"2280",465,"Derrick Williams","SF-PF",22,"TOT",78,1820,11.5,0.524,0.537,4.3,15.8,10,4.7,1.3,0.9,11.3,16.2,1.3,1.3,2.6,0.068,-1.6,-0.5,-2.1,0,2014,"willide02"
"2281",121,"Dewayne Dedmon","C",24,"TOT",31,390,10.7,0.5,0.386,10.7,25.8,18.1,1.9,0.9,4.5,15.6,13.1,0.1,0.5,0.6,0.07,-4.5,-0.3,-4.7,-0.3,2014,"dedmode01"
"2282",93,"Earl Clark","PF",26,"TOT",54,768,9.1,0.466,0.13,3.2,18.2,10.5,3.7,1.1,2.8,10.1,17.9,-0.4,0.8,0.3,0.02,-2.5,-0.1,-2.6,-0.1,2014,"clarkea01"
"2283",291,"Eric Maynor","PG",26,"TOT",31,327,6.2,0.387,0.109,3.1,10.6,6.7,23,1.4,0.7,21.5,18.2,-0.6,0.2,-0.4,-0.058,-4.4,-1.6,-6,-0.3,2014,"maynoer01"
"2284",438,"Evan Turner","SF",25,"TOT",81,2457,12.4,0.498,0.257,2.7,15.7,9,17.8,1.3,0.2,14.3,23.2,-0.5,1.8,1.4,0.027,-2.1,-1.2,-3.3,-0.8,2014,"turneev01"
"2285",328,"Gary Neal","SG",29,"TOT",52,1114,12.5,0.53,0.223,1,8.3,4.6,13,0.8,0,11,23.8,0.6,0.3,1,0.041,-0.7,-2.3,-3,-0.3,2014,"nealga01"
"2286",118,"Glen Davis","PF",28,"TOT",68,1662,13.1,0.491,0.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,0.2,1.8,2,0.058,-2.2,-0.3,-2.5,-0.2,2014,"davisgl01"
"2287",445,"Greivis Vásquez","PG",27,"TOT",79,1779,14.1,0.537,0.164,1.3,10,5.6,30.4,0.9,0.2,15.4,21.1,2.4,1.2,3.6,0.097,1.1,-1.5,-0.4,0.7,2014,"vasqugr01"
"2288",394,"Henry Sims","C",23,"TOT",46,875,16.1,0.535,0.442,12.5,17.2,14.8,9.5,1.6,1.9,11.1,18,1.4,0.7,2.1,0.115,-0.8,-1.4,-2.2,0,2014,"simshe01"
"2289",335,"James Nunnally","SF",23,"TOT",13,165,6.1,0.44,0.196,0.7,12.4,6.4,7,1.8,1,12.3,15.1,-0.2,0.1,-0.1,-0.021,-4.3,-1.1,-5.4,-0.1,2014,"nunnaja01"
"2290",406,"James Southerland","SF",23,"TOT",4,30,11.8,0.441,0.133,0,31.5,15.5,0,1.7,5.6,5.9,25.6,-0.1,0,0,-0.023,-2.3,-0.4,-2.7,0,2014,"southja01"
"2291",446,"Jan Veselý","PF",23,"TOT",54,776,12.7,0.498,0.324,11.7,16.1,13.9,4,3.4,3.5,15.4,13.2,0.2,1.4,1.6,0.097,-3.3,2.2,-1.1,0.2,2014,"veselja01"
"2292",109,"Jared Cunningham","SG",22,"TOT",13,80,8.5,0.464,0.762,1.4,7.2,4.3,14.4,1.9,0,6.7,16.6,0.1,0,0.1,0.075,-5.1,1.1,-4.1,0,2014,"cunnija01"
"2293",444,"Jarvis Varnado","PF",25,"TOT",24,339,13.3,0.597,0.867,5.8,14.6,10,5.7,1.4,6.8,10.8,11.6,0.5,0.3,0.8,0.114,-3.5,1.3,-2.3,0,2014,"varnaja01"
"2294",3,"Jeff Adrien","PF",27,"TOT",53,961,17.4,0.553,0.433,11.8,24.8,18.2,6.8,1.3,3,10.6,17.3,1.6,1.1,2.7,0.134,0,-0.9,-0.9,0.3,2014,"adrieje01"
"2295",39,"Jerryd Bayless","PG",25,"TOT",72,1686,12,0.498,0.191,1.5,8.6,5,18.5,1.9,0.4,10.9,20.1,1.1,1.3,2.4,0.069,-1.6,-0.2,-1.8,0.1,2014,"bayleje01"
"2296",153,"Jimmer Fredette","SG",24,"TOT",49,519,15.8,0.578,0.093,1.7,9.7,5.7,22.2,1.4,0.5,16.9,24.3,0.5,0.3,0.8,0.078,2,-1.5,0.6,0.3,2014,"fredeji01"
"2297",19,"Joel Anthony","C",31,"TOT",33,186,8.1,0.394,0.25,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,0,0.2,0.2,0.044,-4.2,-0.8,-5,-0.1,2014,"anthojo01"
"2298",382,"John Salmons","SG-SF",34,"TOT",78,1726,7.8,0.462,0.126,1.3,9.6,5.5,12.8,1.4,0.9,11,12.8,0.2,1.4,1.7,0.046,-2.5,0.5,-1.9,0,2014,"salmojo01"
"2299",106,"Jordan Crawford","SG-PG",25,"TOT",81,1859,14.3,0.516,0.214,1.7,9.5,5.5,25.1,1.3,0.2,13.4,23.7,1.5,1.4,2.8,0.073,0.6,-1.2,-0.6,0.6,2014,"crawfjo02"
"2300",183,"Jordan Hamilton","SF",23,"TOT",60,1019,12.7,0.507,0.136,3.5,17.1,10.4,7.9,2.1,1.5,10.4,18.7,0.4,1.1,1.6,0.073,0.2,0.6,0.7,0.7,2014,"hamiljo02"
"2301",184,"Justin Hamilton","C",23,"TOT",8,72,11.9,0.586,0.25,7.2,5,6.1,0,3.6,0,15.3,17.4,0.1,0.1,0.1,0.089,-2.5,-1.3,-3.8,0,2014,"hamilju01"
"2302",41,"Kent Bazemore","SG",24,"TOT",67,911,11.2,0.515,0.318,1.2,12.6,6.9,15.7,2.3,1,16.8,22.6,-0.6,0.8,0.2,0.011,-3,-0.2,-3.3,-0.3,2014,"bazemke01"
"2303",8,"Lavoy Allen","PF",24,"TOT",65,1072,12.5,0.47,0.167,11.7,20,15.7,10.1,1.1,2.4,12,14.6,0.6,0.9,1.5,0.066,-2.6,-0.8,-3.5,-0.4,2014,"allenla01"
